surface,winner,winner_hand,winner_age,loser_hand,loser_age,w_ace,w_SvGms,l_ace,l_SvGms,winner_rank,loser_rank
Hard,Player1,R,20.5968514716,R,31.8412046543,3,10,6,10,10,62
Hard,Player1,L,19.923340178,R,21.4072553046,5,11,2,10,23,99
Hard,Player1,R,28.2765229295,R,26.4613278576,4,10,3,10,20,16
Hard,Player1,R,21.1553730322,R,36.9582477755,4,15,9,15,34,155
Hard,Player1,R,31.8220396988,R,26.4038329911,11,10,9,10,1,81
Hard,Player1,L,28.4490075291,R,29.7577002053,5,16,3,17,83,39
Hard,Player1,R,30.9240246407,R,34.7351129363,2,11,2,11,25,453
Hard,Player1,R,31.8165639973,R,27.6167008898,3,16,5,16,17,80
Hard,Player1,R,28.2217659138,L,23.7563312799,,,,,14,101
Hard,Player1,R,24.1889117043,R,25.0595482546,2,8,5,9,22,110
Hard,Player1,L,31.1649555099,R,25.0622861054,4,14,3,15,86,30
Hard,Player1,R,33.8918548939,R,23.8521560575,20,12,5,12,9,106
Hard,Player1,R,22.0944558522,R,25.5359342916,3,10,1,10,54,4
Hard,Player1,R,18.6064339493,R,27.1047227926,6,13,0,13,57,36
Hard,Player1,R,27.0636550308,L,31.5701574264,5,9,6,8,19,75
Hard,Player1,R,31.947980835,R,22.0588637919,5,14,6,14,65,96
Hard,Player1,R,22.3381245722,R,25.9849418207,7,13,3,13,13,113
Hard,Player1,R,32.0930869268,R,34.2203969884,3,9,1,9,40,27
Hard,Player1,R,23.8904859685,R,21.749486653,9,11,10,10,33,131
Hard,Player1,R,28.7145790554,R,29.2156057495,1,12,3,13,44,6
Hard,Player1,R,32.8323066393,R,21.8672142368,17,14,5,14,7,61
Hard,Player1,R,29.9657768652,R,29.2292950034,4,11,12,11,41,38
Hard,Player1,R,27.8384668036,L,37.4893908282,5,8,4,8,29,94
Hard,Player1,R,24.9089664613,R,22.8227241615,6,9,4,8,77,12
Hard,Player1,R,23.0965092402,L,30.7159479808,9,8,0,7,15,55
Hard,Player1,R,21.5523613963,R,26.5845311431,8,15,4,14,58,24
Hard,Player1,R,27.0527036277,R,33.9712525667,2,16,11,16,103,37
Hard,Player1,R,37.607118412,R,29.3470225873,14,16,2,15,5,46
Hard,Player1,R,20.5968514716,R,23.9206023272,2,9,2,10,10,60
Hard,Player1,R,31.8412046543,L,28.8350444901,8,9,4,9,62,32
Hard,Player1,L,19.923340178,R,28.8186173854,4,13,3,13,23,97
Hard,Player1,R,21.4072553046,R,30.4668035592,5,10,9,10,99,11
Hard,Player1,R,26.4613278576,R,26.8254620123,,,,,16,53
Hard,Player1,R,28.2765229295,R,33.1471594798,7,9,1,8,20,88
Hard,Player1,R,21.1553730322,R,19.5455167693,5,12,2,12,34,95
Hard,Player1,R,36.9582477755,R,21.9082819986,0,14,9,15,155,3
Hard,Player1,R,26.4038329911,L,24.7967145791,9,9,4,8,81,117
Hard,Player1,L,28.4490075291,R,29.6728268309,4,9,3,9,83,87
Hard,Player1,R,34.7351129363,L,28.5749486653,5,9,6,9,453,93
Hard,Player1,R,27.6167008898,R,31.2251882272,6,11,2,11,80,43
Hard,Player1,L,23.7563312799,R,21.3853524983,5,14,11,14,101,56
Hard,Player1,R,25.0595482546,R,29.8097193703,7,13,0,13,110,90
Hard,Player1,L,31.1649555099,R,28.4161533196,2,9,3,9,86,73
Hard,Player1,R,23.8521560575,L,29.6837782341,8,10,1,9,106,48
Hard,Player1,R,22.0944558522,R,22.9295003422,3,10,3,9,54,52
Hard,Player1,R,18.6064339493,R,20.2354551677,8,12,2,12,57,98
Hard,Player1,L,31.5701574264,R,18.9924709103,4,13,2,13,75,255
Hard,Player1,R,31.947980835,R,31.370294319,8,9,4,9,65,130
Hard,Player1,R,25.9849418207,R,26.5817932923,0,8,2,7,113,71
Hard,Player1,R,32.0930869268,R,23.4332648871,9,16,16,16,40,79
Hard,Player1,R,21.749486653,R,27.6550308008,16,17,7,17,131,91
Hard,Player1,R,28.7145790554,R,33.2073921971,7,16,5,15,44,85
Hard,Player1,R,21.8672142368,L,29.3442847365,3,11,4,11,61,84
Hard,Player1,R,29.9657768652,R,17.607118412,2,11,7,11,41,426
Hard,Player1,L,37.4893908282,R,29.8590006845,9,16,14,16,94,67
Hard,Player1,R,24.9089664613,L,23.5674195756,10,15,4,16,77,51
Hard,Player1,L,30.7159479808,R,29.6646132786,5,14,4,14,55,69
Hard,Player1,R,21.5523613963,R,28.8952772074,25,15,8,14,58,45
Hard,Player1,R,27.0527036277,R,28.0,3,10,3,10,103,49
Hard,Player1,R,29.3470225873,R,31.3073237509,5,5,2,6,46,50
Hard,Player1,R,23.9206023272,L,20.7255304586,1,17,7,17,60,63
Hard,Player1,R,31.8412046543,R,20.5201916496,7,15,3,14,62,198
Hard,Player1,R,28.8186173854,R,35.1567419576,3,7,1,7,97,59
Hard,Player1,R,21.4072553046,R,26.135523614,2,14,5,14,99,72
Hard,Player1,R,26.8254620123,R,22.8665297741,3,14,8,15,53,150
Hard,Player1,R,33.1471594798,R,40.0492813142,0,11,14,11,88,76
Hard,Player1,R,19.5455167693,R,30.546201232,2,10,5,10,95,78
Hard,Player1,R,36.9582477755,R,31.4442162902,0,9,9,8,155,68
Clay,Player1,R,22.855578371,R,20.2929500342,4,16,3,15,73,95
Clay,Player1,R,20.2929500342,U,22.803559206,0,10,5,10,95,241
Clay,Player1,R,22.855578371,R,31.5017111567,5,10,7,10,73,71
Clay,Player1,U,22.803559206,R,24.9664613279,3,13,4,14,241,67
Clay,Player1,R,20.2929500342,R,32.9883641342,0,7,0,6,95,112
Clay,Player1,R,31.5017111567,R,34.7926078029,23,12,5,12,71,372
Clay,Player1,R,22.855578371,R,27.0198494182,3,8,3,9,73,126
Clay,Player1,U,22.803559206,R,29.28678987,2,9,3,9,241,39
Clay,Player1,R,24.9664613279,R,31.3620807666,6,17,4,17,67,224
Clay,Player1,R,20.2929500342,R,21.6098562628,3,15,16,15,95,56
Clay,Player1,R,32.9883641342,R,26.4613278576,5,7,0,8,112,79
Clay,Player1,R,31.5017111567,R,35.8439425051,6,10,4,9,71,115
Clay,Player1,R,34.7926078029,L,23.6249144422,4,9,5,10,372,55
Clay,Player1,R,27.0198494182,R,26.9185489391,5,11,3,11,126,107
Clay,Player1,R,22.855578371,R,32.1505817933,9,16,9,17,73,42
Clay,Player1,U,22.803559206,R,37.311430527,4,11,1,11,241,108
Clay,Player1,R,31.3620807666,L,28.6324435318,2,10,6,10,224,93
Clay,Player1,R,24.9664613279,R,24.5941136208,5,10,3,10,67,195
Clay,Player1,R,20.2929500342,R,25.8097193703,6,11,1,11,95,76
Clay,Player1,R,26.4613278576,R,26.6392881588,11,12,4,12,79,85
Clay,Player1,R,32.9883641342,R,21.4428473648,5,13,2,13,112,58
Clay,Player1,R,31.5017111567,R,25.7193702943,13,10,3,9,71,127
Clay,Player1,R,35.8439425051,R,23.1266255989,12,15,4,15,115,144
Clay,Player1,R,34.7926078029,R,27.7125256674,5,10,4,9,372,81
Clay,Player1,R,27.0198494182,R,23.9780971937,6,10,3,9,126,59
Clay,Player1,R,26.9185489391,R,40.1067761807,3,10,11,9,107,77
Clay,Player1,R,22.855578371,R,33.2648870637,6,14,9,14,73,83
Clay,Player1,R,29.916495551,R,33.2046543463,8,9,2,8,69,70
Clay,Player1,R,29.916495551,R,33.9739904175,5,13,5,14,69,116
Clay,Player1,R,33.2046543463,R,34.2778918549,2,7,1,7,70,27
Clay,Player1,R,29.916495551,R,21.9247091034,6,8,2,8,69,60
Clay,Player1,R,33.9739904175,R,23.909650924,4,9,5,8,116,103
Clay,Player1,R,34.2778918549,R,26.1930184805,2,11,2,11,27,75
Clay,Player1,R,33.2046543463,L,25.7440109514,,,,,70,101
Clay,Player1,R,21.9247091034,R,21.9657768652,4,14,6,15,60,3
Clay,Player1,R,29.916495551,R,28.0574948665,7,9,3,9,69,50
Clay,Player1,R,33.9739904175,R,24.2464065708,8,10,7,11,116,22
Clay,Player1,R,23.909650924,R,32.0054757016,5,11,1,10,103,62
Clay,Player1,R,26.1930184805,R,33.4428473648,5,11,3,11,75,139
Clay,Player1,R,34.2778918549,R,27.6741957563,0,8,1,8,27,90
Clay,Player1,R,33.2046543463,R,35.4770704997,1,11,8,11,70,41
Clay,Player1,L,25.7440109514,R,25.6454483231,7,10,5,9,101,66
Clay,Player1,R,21.9657768652,R,32.5831622177,13,10,3,10,3,104
Clay,Player1,R,21.9247091034,L,29.1088295688,4,10,2,9,60,142
Clay,Player1,R,29.916495551,R,29.7221081451,4,15,5,16,69,68
Clay,Player1,R,28.0574948665,R,29.8672142368,13,14,1,15,50,94
Clay,Player1,R,24.2464065708,L,20.7830253251,0,8,5,9,22,63
Clay,Player1,R,33.9739904175,L,28.4955509925,0,9,3,10,116,
Clay,Player1,R,32.0054757016,R,35.2142368241,9,10,2,9,62,65
Clay,Player1,R,23.909650924,R,23.8494182067,4,9,3,9,103,32
Clay,Player1,R,33.4428473648,L,35.394934976,7,14,7,14,139,38
Clay,Player1,R,26.1930184805,L,31.627652293,3,8,2,7,75,72
Clay,Player1,R,27.6741957563,L,31.2224503765,4,11,7,10,90,84
Clay,Player1,R,34.2778918549,R,26.4229979466,2,9,0,8,27,120
Clay,Player1,R,35.4770704997,R,19.8412046543,6,12,1,12,41,172
Clay,Player1,R,33.2046543463,L,28.5065023956,4,11,4,10,70,74
Clay,Player1,R,25.6454483231,R,36.1752224504,2,9,3,9,66,177
Clay,Player1,L,25.7440109514,R,31.8740588638,10,11,6,11,101,18
Clay,Player1,R,31.8932238193,R,28.7912388775,0,10,1,9,18,48
Clay,Player1,R,28.7912388775,R,23.1731690623,2,9,0,10,48,14
Clay,Player1,R,31.8932238193,L,32.8651608487,1,9,0,9,18,2
Clay,Player1,R,23.1731690623,R,31.8986995209,3,13,4,14,14,1
Clay,Player1,R,28.7912388775,R,23.9288158795,1,11,3,11,48,96
Clay,Player1,R,31.8932238193,R,22.4147843943,0,12,1,12,18,13
Clay,Player1,L,32.8651608487,L,28.9117043121,4,10,1,11,2,35
Clay,Player1,R,31.8986995209,R,21.4620123203,3,7,2,8,1,65
Clay,Player1,R,23.1731690623,R,20.6735112936,2,12,2,13,14,8
Clay,Player1,R,28.7912388775,R,25.6125941136,1,9,0,9,48,5
Clay,Player1,R,23.9288158795,L,23.6440793977,1,10,3,10,96,56
Clay,Player1,R,22.4147843943,R,28.076659822,2,9,5,9,13,49
Clay,Player1,R,31.8932238193,R,21.9849418207,0,10,6,9,18,3
Clay,Player1,L,28.9117043121,R,26.5379876797,3,15,4,15,35,16
Clay,Player1,L,32.8651608487,R,27.9151266256,1,9,3,8,2,28
Clay,Player1,R,31.8986995209,R,35.4962354552,1,15,3,14,1,40
Clay,Player1,R,21.4620123203,R,26.6611909651,3,9,1,9,65,24
Clay,Player1,R,23.1731690623,R,29.4236824093,2,7,0,8,14,45
Clay,Player1,R,20.6735112936,R,31.3018480493,2,11,1,10,8,42
Clay,Player1,R,25.6125941136,L,29.7604380561,4,8,4,9,5,50
Clay,Player1,R,28.7912388775,R,28.3531827515,2,10,0,9,48,21
Clay,Player1,L,23.6440793977,R,27.1813826146,1,11,0,10,56,37
Clay,Player1,R,23.9288158795,R,22.8993839836,5,11,3,11,96,12
Clay,Player1,R,28.076659822,R,29.2922655715,7,11,2,11,49,6
Clay,Player1,R,22.4147843943,R,21.9438740589,3,17,5,17,13,61
Clay,Player1,R,31.8932238193,R,34.2970568104,,,,,18,26
Clay,Player1,R,21.9849418207,R,18.6830937714,0,8,1,9,3,33
Clay,Player1,L,28.9117043121,R,30.5434633812,5,14,4,14,35,11
Clay,Player1,R,26.5379876797,R,34.0479123888,2,14,5,13,16,36
Clay,Player1,R,27.9151266256,R,28.9719370294,1,11,6,11,28,44
Clay,Player1,L,32.8651608487,R,31.0006844627,0,7,0,7,2,22
Clay,Player1,R,35.4962354552,R,26.212183436,5,8,1,8,40,72
Clay,Player1,R,21.4620123203,R,33.993155373,8,6,1,6,65,102
Clay,Player1,R,26.6611909651,R,24.2655715264,1,13,0,13,24,23
Clay,Player1,R,23.1731690623,R,30.0424366872,5,7,1,7,14,51
Clay,Player1,R,29.4236824093,R,29.7412731006,1,9,4,9,45,70
Clay,Player1,R,31.3018480493,R,32.1697467488,0,9,6,10,42,41
Clay,Player1,L,29.7604380561,L,28.5256673511,2,12,1,12,50,74
Clay,Player1,R,28.7912388775,R,35.2334017796,4,10,2,10,48,71
Clay,Player1,R,28.3531827515,R,27.6933607118,5,9,0,8,21,84
Clay,Player1,R,27.1813826146,R,27.1403148528,6,14,2,14,37,17
Clay,Player1,L,23.6440793977,L,30.7926078029,3,9,1,10,56,58
Clay,Player1,R,23.9288158795,R,35.1457905544,9,11,3,11,96,46
Clay,Player1,R,28.076659822,L,35.4140999316,7,10,2,10,49,38
Clay,Player1,R,21.9438740589,R,22.6338124572,3,7,0,8,61,554
Clay,Player1,R,22.4147843943,R,22.1711156742,3,17,6,17,13,52
Clay,Player1,R,31.8932238193,R,21.4839151266,4,16,6,16,18,90
Clay,Player1,R,34.2970568104,R,19.6933607118,2,9,2,10,26,120
Clay,Player1,R,18.6830937714,R,25.6646132786,5,12,1,12,33,79
Clay,Player1,L,28.9117043121,R,23.8685831622,2,15,3,15,35,32
Clay,Player1,R,34.0479123888,R,25.1389459274,7,11,1,10,36,31
Clay,Player1,R,26.5379876797,R,26.9021218344,0,2,0,2,16,54
Clay,Player1,R,28.9719370294,L,20.0,4,14,1,14,44,20
Clay,Player1,R,27.9151266256,R,23.0061601643,2,11,3,11,28,55
Clay,Player1,R,31.0006844627,R,29.8343600274,1,12,4,11,22,39
Clay,Player1,R,25.6317590691,R,23.1923340178,2,8,0,8,5,14
Clay,Player1,R,25.6317590691,L,32.8843258042,5,10,1,10,5,2
Clay,Player1,R,23.1923340178,R,29.311430527,8,15,1,16,14,7
Clay,Player1,L,32.8843258042,R,28.9911019849,3,12,9,12,2,51
Clay,Player1,R,25.6317590691,L,28.9308692676,5,10,3,10,5,28
Clay,Player1,R,29.311430527,R,26.0807665982,1,11,5,11,7,104
Clay,Player1,R,23.1923340178,R,23.5290896646,5,10,0,9,14,81
Clay,Player1,L,32.8843258042,R,37.054072553,0,9,2,9,2,155
Clay,Player1,R,28.9911019849,R,20.6926762491,7,13,10,14,51,8
Clay,Player1,R,25.6317590691,R,21.9630390144,1,9,3,10,5,57
Clay,Player1,L,28.9308692676,R,29.954825462,1,11,4,10,28,46
Clay,Player1,R,26.0807665982,R,22.893908282,0,11,2,11,104,48
Clay,Player1,R,29.311430527,R,18.7022587269,1,8,3,8,7,31
Clay,Player1,R,23.1923340178,R,24.0164271047,2,9,0,8,14,61
Clay,Player1,R,23.5290896646,R,27.9342915811,6,15,6,15,81,43
Clay,Player1,L,32.8843258042,R,31.9370294319,1,15,4,15,2,63
Clay,Player1,R,37.054072553,R,25.158110883,2,8,0,8,155,32
Clay,Player1,R,28.9911019849,R,28.372347707,6,11,5,10,51,22
Clay,Player1,R,20.6926762491,R,27.2005475702,2,10,0,9,8,36
Clay,Player1,R,25.6317590691,R,26.6803559206,0,9,0,9,5,25
Clay,Player1,R,21.9630390144,R,21.2511978097,4,10,0,9,57,30
Clay,Player1,R,29.954825462,R,27.7782340862,13,15,1,14,46,29
Clay,Player1,L,28.9308692676,R,22.9185489391,1,10,5,10,28,13
Clay,Player1,R,26.0807665982,R,19.0882956879,3,15,1,15,104,276
Clay,Player1,R,22.893908282,L,20.0191649555,4,10,3,10,48,20
Clay,Player1,R,18.7022587269,R,35.2525667351,3,11,0,10,31,72
Clay,Player1,R,29.311430527,R,21.4811772758,1,10,8,10,7,58
Clay,Player1,R,23.1923340178,L,31.2607802875,5,12,1,12,14,83
Clay,Player1,R,24.0164271047,R,34.3162217659,3,8,0,9,61,27
Clay,Player1,R,27.9342915811,L,35.4332648871,6,14,3,15,43,37
Clay,Player1,R,23.5290896646,R,22.0041067762,5,17,9,16,81,3
Clay,Player1,R,31.9370294319,R,28.5119780972,7,17,4,16,63,80
Clay,Player1,R,37.054072553,L,31.665982204,1,8,1,8,155,96
Clay,Player1,R,28.9911019849,R,25.8480492813,7,8,2,8,51,92
Clay,Player1,R,27.2005475702,R,26.6776180698,2,8,2,9,36,82
Clay,Player1,R,26.6803559206,L,23.5674195756,1,14,1,14,25,70
Clay,Player1,R,21.9630390144,R,30.9021218344,2,12,0,12,57,107
Clay,Player1,R,29.954825462,R,25.6837782341,7,10,1,10,46,79
Clay,Player1,L,28.9308692676,R,30.0616016427,7,14,8,15,28,50
Clay,Player1,R,19.0882956879,L,28.5448323066,1,15,0,15,276,76
Clay,Player1,R,22.893908282,L,29.7796030116,3,11,1,11,48,47
Clay,Player1,R,35.2525667351,R,27.7125256674,4,15,1,15,72,97
Clay,Player1,R,21.4811772758,R,21.6481861739,5,10,7,9,58,59
Clay,Player1,L,31.2607802875,L,23.6632443532,2,8,3,8,83,45
Clay,Player1,R,24.0164271047,R,26.2313483915,2,8,2,8,61,71
Clay,Player1,L,35.4332648871,L,37.5852156057,2,10,5,9,37,93
Clay,Player1,R,23.5290896646,R,33.0266940452,4,16,3,16,81,110
Clay,Player1,R,23.0253251198,R,27.1485284052,6,13,1,13,55,105
Clay,Player1,R,23.0253251198,R,23.8877481177,4,9,3,9,55,33
Clay,Player1,R,27.1485284052,R,28.0958247775,0,8,2,8,105,49
Clay,Player1,R,23.0253251198,R,33.3032169747,6,13,1,12,55,73
Clay,Player1,R,23.8877481177,R,27.1594798084,10,13,3,13,33,18
Clay,Player1,R,28.0958247775,R,30.5653661875,4,10,6,9,49,246
Clay,Player1,R,27.1485284052,R,22.4339493498,1,11,5,11,105,15
Clay,Player1,R,33.3032169747,R,30.5626283368,13,18,11,18,73,11
Clay,Player1,R,23.0253251198,R,29.7604380561,13,10,3,10,55,74
Clay,Player1,R,27.1594798084,R,29.7686516085,0,12,5,12,18,85
Clay,Player1,R,23.8877481177,U,17.6810403833,5,8,1,8,33,314
Clay,Player1,R,30.5653661875,R,29.8535249829,3,13,2,13,246,39
Clay,Player1,R,28.0958247775,R,32.0547570157,5,10,3,10,49,129
Clay,Player1,R,27.1485284052,R,29.4428473648,2,11,2,11,105,44
Clay,Player1,R,22.4339493498,R,32.0438056126,3,14,8,15,15,64
Clay,Player1,R,33.3032169747,U,29.4811772758,2,14,3,14,73,109
Clay,Player1,R,29.7604380561,R,26.4996577687,7,11,4,11,74,77
Clay,Player1,R,23.0253251198,R,31.3210130048,11,10,0,10,55,40
Clay,Player1,R,29.7686516085,R,22.1546885695,2,11,2,11,85,90
Clay,Player1,U,17.6810403833,R,20.6899383984,1,12,2,12,314,323
Clay,Player1,R,23.8877481177,R,30.6420260096,3,17,8,17,33,78
Clay,Player1,R,29.8535249829,R,19.6413415469,3,8,1,7,39,87
Clay,Player1,R,30.5653661875,R,22.1902806297,1,10,4,9,246,52
Clay,Player1,R,28.0958247775,R,26.4421629021,1,8,1,9,49,136
Clay,Player1,R,29.4428473648,R,33.2895277207,0,11,4,11,44,115
Clay,Player1,R,27.1485284052,R,35.1649555099,6,16,7,16,105,62
Clay,Player1,R,32.0438056126,R,29.9055441478,5,14,0,15,64,91
Clay,Player1,R,20.7118412047,R,33.3223819302,4,11,0,10,10,67
Clay,Player1,R,20.7118412047,R,28.3915126626,8,15,6,14,10,25
Clay,Player1,R,33.3223819302,R,19.8986995209,0,12,2,13,67,167
Clay,Player1,R,20.7118412047,R,25.5633127995,3,11,0,11,10,214
Clay,Player1,R,28.3915126626,R,35.2717316906,1,15,3,15,25,75
Clay,Player1,R,19.8986995209,R,32.6570841889,4,17,0,17,167,18
Clay,Player1,R,33.3223819302,R,21.2703627652,3,13,3,13,67,31
Clay,Player1,R,20.7118412047,R,27.7316906229,5,10,0,9,10,97
Clay,Player1,R,25.5633127995,R,29.8726899384,0,6,0,6,214,50
Clay,Player1,R,28.3915126626,R,30.0807665982,1,8,1,9,25,51
Clay,Player1,R,35.2717316906,R,31.9561943874,2,10,2,9,75,62
Clay,Player1,R,19.8986995209,R,32.2080766598,1,7,1,8,167,42
Clay,Player1,R,32.6570841889,R,21.6673511294,0,12,5,12,18,59
Clay,Player1,R,21.2703627652,L,23.5865845311,4,15,0,14,31,71
Clay,Player1,R,33.3223819302,R,23.2991101985,7,10,5,10,67,155
Clay,Player1,R,27.7316906229,R,25.8672142368,1,9,2,9,97,98
Clay,Player1,R,29.8726899384,R,26.5188227242,5,8,2,7,50,76
Clay,Player1,R,25.5633127995,R,20.1943874059,0,12,1,12,214,27
Clay,Player1,R,30.0807665982,R,19.7316906229,1,13,5,13,51,113
Clay,Player1,R,35.2717316906,R,23.5482546201,2,14,5,14,75,70
Clay,Player1,R,31.9561943874,R,28.8295687885,2,11,2,11,62,23
Clay,Player1,R,32.2080766598,R,27.7973990418,10,14,2,13,42,38
Clay,Player1,R,19.8986995209,R,21.5003422313,4,11,11,11,167,58
Clay,Player1,R,21.6673511294,R,30.9212867899,13,11,1,11,59,107
Clay,Player1,R,21.2703627652,R,31.3401779603,4,11,2,10,31,40
Clay,Player1,L,23.5865845311,R,24.0355920602,1,9,1,9,71,57
Clay,Player1,R,33.3223819302,R,26.3682409309,4,8,0,8,67,152
Clay,Player1,R,22.9130732375,R,23.0444900753,3,14,10,14,47,37
Clay,Player1,R,22.9130732375,R,26.5763175907,3,9,2,9,47,19
Clay,Player1,R,23.0444900753,R,31.0390143737,4,9,1,9,37,21
Clay,Player1,R,22.9130732375,R,22.0232717317,2,17,14,17,47,3
Clay,Player1,R,26.5763175907,R,27.2197125257,0,16,2,15,19,35
Clay,Player1,R,31.0390143737,L,28.9500342231,2,13,2,13,21,26
Clay,Player1,R,23.0444900753,R,35.5345653662,14,16,0,16,37,41
Clay,Player1,R,22.0232717317,R,25.7029431896,6,10,1,9,3,80
Clay,Player1,R,22.9130732375,R,26.6995208761,2,9,0,10,47,24
Clay,Player1,R,26.5763175907,L,29.7987679671,3,8,1,8,19,60
Clay,Player1,R,27.2197125257,L,24.9117043121,6,16,1,15,35,111
Clay,Player1,L,28.9500342231,R,26.250513347,11,15,6,13,26,72
Clay,Player1,R,31.0390143737,R,18.5051334702,5,9,6,9,21,157
Clay,Player1,R,23.0444900753,R,26.6967830253,12,10,3,11,37,82
Clay,Player1,R,35.5345653662,R,22.9377138946,3,11,5,11,41,13
Clay,Player1,R,25.7029431896,L,23.871321013,6,13,7,13,80,100
Clay,Player1,R,22.9130732375,U,29.5003422313,8,9,0,9,47,114
Clay,Player1,R,26.6995208761,R,29.9739904175,0,12,4,12,24,44
Clay,Player1,L,29.7987679671,R,30.6611909651,2,10,5,11,60,78
Clay,Player1,L,24.9117043121,R,29.0102669405,4,7,2,7,111,48
Clay,Player1,R,27.2197125257,R,23.9671457906,1,17,3,17,35,69
Clay,Player1,L,28.9500342231,L,31.6851471595,1,7,3,8,26,95
Clay,Player1,R,26.250513347,L,20.8405201916,3,10,2,10,72,64
Clay,Player1,R,18.5051334702,R,28.5311430527,7,16,17,16,157,79
Clay,Player1,R,26.6967830253,R,24.3039014374,8,9,5,10,82,22
Clay,Player1,R,23.0444900753,R,32.6406570842,4,11,2,10,37,106
Clay,Player1,R,35.5345653662,R,35.1841204654,4,10,3,10,41,68
Clay,Player1,R,31.9561943874,R,20.7310061602,2,10,1,9,1,9
Clay,Player1,R,31.9561943874,R,25.6700889802,3,12,2,12,1,5
Clay,Player1,R,20.7310061602,L,32.9226557153,5,13,1,14,9,2
Clay,Player1,R,31.9561943874,R,30.6009582478,,,,,1,11
Clay,Player1,R,25.6700889802,R,37.7412731006,8,15,6,16,5,3
Clay,Player1,R,20.7310061602,R,22.0424366872,4,14,8,15,9,4
Clay,Player1,L,32.9226557153,R,34.1054072553,0,8,3,7,2,34
Clay,Player1,R,31.9561943874,R,32.2272416153,4,10,3,9,1,47
Clay,Player1,R,30.6009582478,R,23.9260780287,12,14,5,13,11,32
Clay,Player1,R,37.7412731006,R,32.6762491444,4,14,7,14,3,18
Clay,Player1,R,25.6700889802,R,31.9507186858,6,11,0,11,5,12
Clay,Player1,R,20.7310061602,L,35.4715947981,4,10,1,9,9,38
Clay,Player1,R,22.0424366872,R,22.2286105407,5,14,4,15,4,52
Clay,Player1,R,34.1054072553,R,29.3497604381,9,11,1,10,34,7
Clay,Player1,L,32.9226557153,R,21.2895277207,6,10,1,9,2,37
Clay,Player1,R,31.9561943874,R,21.5195071869,7,9,4,9,1,57
Clay,Player1,R,32.2272416153,R,26.7186858316,3,8,0,7,47,25
Clay,Player1,R,30.6009582478,R,29.029431896,7,15,11,14,11,49
Clay,Player1,R,23.9260780287,R,30.6146475017,8,15,11,14,32,8
Clay,Player1,R,37.7412731006,R,32.8815879535,7,9,1,8,3,39
Clay,Player1,R,32.6762491444,R,27.2388774812,0,13,1,12,18,36
Clay,Player1,R,31.9507186858,R,29.8918548939,0,8,0,8,12,48
Clay,Player1,R,25.6700889802,R,21.6865160849,3,11,12,11,5,58
Clay,Player1,R,20.7310061602,L,30.8501026694,6,10,3,10,9,56
Clay,Player1,L,35.4715947981,R,22.9568788501,12,15,6,16,38,13
Clay,Player1,R,22.2286105407,R,25.196440794,6,10,0,9,52,28
Clay,Player1,R,22.0424366872,R,37.0924024641,4,8,0,9,4,144
Clay,Player1,R,29.3497604381,R,25.8863791923,5,12,3,12,7,109
Clay,Player1,R,34.1054072553,L,28.9691991786,2,10,2,9,34,26
Clay,Player1,R,21.2895277207,R,35.5537303217,4,14,4,14,37,50
Clay,Player1,L,32.9226557153,R,18.7405886379,2,9,3,9,2,30
Clay,Player1,R,21.5195071869,R,27.9726214921,15,12,8,12,57,46
Clay,Player1,R,32.2272416153,L,31.2991101985,10,15,4,15,47,85
Clay,Player1,R,26.7186858316,R,26.5954825462,2,11,1,12,25,19
Clay,Player1,R,30.6009582478,L,29.8179329227,8,15,8,15,11,61
Clay,Player1,R,29.029431896,R,24.0246406571,12,11,9,11,49,35
Clay,Player1,R,23.9260780287,R,28.848733744,4,10,2,10,32,24
Clay,Player1,R,32.8815879535,R,19.9178644764,3,12,3,12,39,127
Clay,Player1,R,27.2388774812,R,28.4106776181,2,11,1,11,36,23
Clay,Player1,R,32.6762491444,R,35.2032854209,4,8,1,8,18,67
Clay,Player1,R,31.9507186858,R,24.3230663929,1,9,0,10,12,22
Clay,Player1,R,29.8918548939,R,29.363449692,6,12,3,12,48,59
Clay,Player1,R,21.6865160849,R,27.8165639973,14,11,5,11,58,42
Clay,Player1,L,30.8501026694,R,30.0999315537,3,16,3,15,56,75
Clay,Player1,L,35.4715947981,R,29.4811772758,6,12,0,12,38,44
Clay,Player1,R,22.9568788501,R,22.0013689254,4,16,2,15,13,55
Clay,Player1,R,25.196440794,R,22.4722792608,6,11,7,10,28,15
Clay,Player1,R,22.2286105407,R,20.2135523614,5,10,3,9,52,27
Clay,Player1,R,37.0924024641,R,31.0581793292,2,15,6,15,144,21
Clay,Player1,R,25.8863791923,R,34.3545516769,1,15,2,14,109,29
Clay,Player1,R,34.1054072553,R,28.1341546886,3,9,2,8,34,41
Clay,Player1,L,28.9691991786,R,23.2306639288,1,12,4,12,26,14
Clay,Player1,R,21.2895277207,R,27.1978097194,11,16,12,15,37,17
Clay,Player1,R,35.5537303217,R,31.3593429158,6,10,0,10,50,40
Clay,Player1,R,18.7405886379,L,20.0574948665,3,10,1,10,30,20
Clay,Player1,L,32.9418206708,R,31.9753593429,0,11,7,12,2,1
Clay,Player1,R,31.9753593429,R,26.7378507871,2,16,0,14,1,24
Clay,Player1,L,32.9418206708,R,20.7501711157,1,10,7,9,2,7
Clay,Player1,R,31.9753593429,R,30.6338124572,6,16,12,16,1,9
Clay,Player1,R,26.7378507871,R,29.3689253936,2,9,2,9,24,6
